longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-1.3278352216308462,1.0525482830366848,0.9821426581785077,-1.1172853310733,-1.3099156472931477,-1.325821304862963,-1.2919724108047528,2.5410055499086748,2.129631481668038,NEAR BAY
-1.3228439144608317,1.043184551645693,-0.6070189133741593,2.3299360669578886,2.128690444685887,1.3899361407397908,2.3483137154496916,2.5410055499086748,1.314156136924335,NEAR BAY
-1.3328265288008536,1.038502685950199,1.8561815225324745,-0.6973265357025976,-1.0952227387867801,-1.0985284739178551,-1.099882816972392,2.085155516645964,1.2586934142212565,NEAR BAY
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.835404981199268,-0.9368427243148696,-1.0175390743856902,-0.9416913867575067,1.1112879120855073,1.1651000696598113,NEAR BAY
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.5828573580887776,-0.7784627098429591,-1.0083951099223813,-0.7910328817909493,0.027262205194171066,1.1728995150399317,NEAR BAY
-1.3378178359708683,1.038502685950199,1.8561815225324745,-1.0893834690299313,-1.0142729536122481,-1.206949766839947,-1.0396194149857692,0.1422465113511576,0.5446108594191194,NEAR BAY
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.06675522486965119,-0.04287553151786371,-0.317372652623749,0.1694150873708544,-0.08561063678889372,0.8002593468786223,NEAR BAY
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.47383623775879874,0.6539965321585425,-0.23507697245396855,0.6703546163846579,-0.4108364471206425,0.2993616324664436,NEAR BAY
-1.3428091431408828,1.0338208202547048,1.0616007367561409,0.08106387207137869,0.576566302861164,-0.171069221210806,0.4744985599281332,-1.0380016343231766,0.17197069125780987,NEAR BAY
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.7922036379972357,0.7243876497016137,0.2795975987665629,0.9227076122036416,-0.06624549393664168,0.47008282578685745,NEAR BAY
-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.1714837510391118,-0.23645110476130987,-0.5577282899450124,-0.25242872653550646,-0.3607042548769617,0.6468702544029206,NEAR BAY
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.7592937494332624,0.8827676641735243,0.2182024087986315,0.9980368646869203,-0.32004348764201473,0.302828052635386,NEAR BAY
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.035276201025850676,-0.0956688696751672,-0.3121475300732867,-0.0038421933406866753,-0.43798384364249127,0.05757882568271023,NEAR BAY
-1.3428091431408828,1.0338208202547048,1.8561815225324745,-1.248924885329193,-1.0917031829096264,-1.295776850197805,-1.1111822048448838,-0.6801386206173828,-0.13480749369359374,NEAR BAY
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.1440219197589797,0.4393036236521749,-0.16323153738511265,0.5686601255322317,-1.13675783011488,-0.41298771225122244,NEAR BAY
-1.3428091431408828,1.038502685950199,1.6972653653772076,-0.9455815646525698,-0.7679040422114983,-0.8359660657571272,-0.7722005686701297,-1.0110955479926331,-0.5793758803604583,NEAR BAY
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.3403257880194963,-0.5426524660736701,-0.7105631245460332,-0.5198475728511459,-0.6189664871214836,-0.47105025008100787,NEAR BAY
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.8683148697632412,-0.7327084834399628,-0.8999738170002898,-0.6253085263277361,-1.013991270288297,-0.44505209881393976,NEAR BAY
-1.3428091431408828,1.0338208202547048,1.6972653653772076,-0.1450127537159159,-0.16254043134108498,-0.45322583893576746,-0.18839886192471955,-1.09187413453209,-0.41732073746240045,NEAR BAY
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.6715709707394881,-0.7151107040541949,-0.8451100302204361,-0.7307694798043264,-0.7225488867392934,-0.3809233256885051,NEAR BAY
-1.3478004503108902,1.038502685950199,0.9026845796008742,-1.2095761055244423,-1.1163400740497014,-1.2121748893904092,-1.1413139058381954,-1.4739284949162426,-0.514380502192788,NEAR BAY
-1.3478004503108902,1.038502685950199,1.0616007367561409,-0.5742721697677411,-0.4722613485305988,-0.5329089578303168,-0.3880213810054082,-1.2593434072979839,-0.4077880819978088,NEAR BAY
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.004072578778899964,0.14014137409412175,-0.4205688229953784,0.03382243290095269,-1.252405739297956,-0.8055597963839508,NEAR BAY
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.5392159841235087,-0.5778480248452058,-0.6321862862890995,-0.5424463485961295,-0.9775534314011932,-0.9286177123814064,NEAR BAY
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.15574423911721152,-0.22589243712984916,-0.4323253487339185,-0.17709947405222773,-0.7245396958175622,-0.6435046534858929,NEAR BAY
-1.352791757480905,1.038502685950199,0.9821426581785077,-1.3641094953030994,-1.331032982556069,-1.332352708051041,-1.3183376491739003,-0.8429023446528231,-0.8610225190870294,NEAR BAY
-1.352791757480905,1.038502685950199,1.6178072867995743,-0.938427241051706,-0.9051667214204875,-0.9535313231425278,-0.866362134274228,-0.8091792454179041,-0.9797474098733071,NEAR BAY
-1.352791757480905,1.038502685950199,1.8561815225324745,-0.38897518850536983,-0.28220533116430624,-0.30692240752282446,-0.27126103965632614,-1.2023338746021015,-0.8783546199317415,NEAR BAY
-1.352791757480905,1.0338208202547048,1.6972653653772076,-0.2573356342494768,-0.032316863886403015,-0.2690402690319732,0.014990119780133005,-1.3022362938025052,-0.8488900484957309,NEAR BAY
-1.352791757480905,1.0338208202547048,1.8561815225324745,-1.2253156174463424,-1.200809415101387,-1.230462818317027,-1.1827449947039987,-1.27502856973283,-0.6487042837393066,NEAR BAY
-1.352791757480905,1.0338208202547048,1.6178072867995743,-0.3760974060238151,-0.1906968783583135,-0.6191234799129438,-0.34282382951544094,-1.1303027824974625,-0.73276497283616,NEAR BAY
-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.20653993668334417,-0.07103197853509224,-0.22070788544019737,-0.10553668419311295,-1.1097310886886838,-0.794293930834888,NEAR BAY
-1.3478004503108902,1.0338208202547048,1.538349208221941,-0.37180481186329684,-0.324440001690149,-0.4061997359816072,-0.5047817223544901,-1.2090302324108242,-0.8358909728621969,NEAR BAY
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.562825252006359,-0.4757809044077524,-0.7615080694130402,-0.5273804980994738,-1.4635521566901135,-0.8835542501851551,NEAR BAY
-1.3478004503108902,1.0291389545592071,1.7767234439548412,0.15976143168087997,0.25628671804018943,-0.10314262805479678,0.25227726510246096,-0.6459329009998532,-0.8419572081578461,NEAR BAY
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.8776154904443642,-0.7714235980886519,-1.0018637067343035,-0.7722005686701297,-1.39652825105506,-0.9502828384372966,NEAR BAY
-1.3478004503108902,1.0291389545592071,1.538349208221941,-0.4605184245140074,-0.243490216515617,-0.45714468084861415,-0.35788968001209664,-1.6311420845516602,-0.8870206703540975,NEAR BAY
